"route","ssnt","ssme","ssnti","ssmei"
"840_89_039",-1010.37966859899,-569.638613605848,-3641.74028299196,-3646.16634570563
"840_89_040",-1725.99467910735,-608.935712486309,-5252.18816788756,-5252.00955229507
"840_89_041",-1831.01669171625,-864.545031220494,-7512.01275053446,-7531.47898514878
"840_89_043",-911.333754119377,-579.016660699274,-2561.9847459324,-2560.22373777605
"840_89_044",-1002.36523948339,-693.776232804708,-3588.39270204596,-3591.62994179615
"840_89_046",-752.292303948792,-406.467071108612,-2367.17062664332,-2368.10013536185
"840_89_048",-427.673234028487,-341.955775795117,-1255.16344251965,-1266.52685042922
"840_89_049",-834.766882022258,-487.903351078583,-2096.15067271117,-2095.88488368494
"840_89_050",-2479.4541255329,-934.655620487583,-8088.13254672184,-8094.19718880745
"840_89_053",-644.179563569514,-453.21971577777,-1594.59694955292,-1591.63402503611
"840_89_054",-389.799996873132,-347.256461026294,-1264.45464629839,-1270.77180724544
"840_89_055",-1021.62505631715,-561.283076351756,-4086.64241654931,-4096.24876886539
"840_89_057",-1601.38922051812,-679.58059399207,-6550.28942061545,-6560.73486228335
"840_89_058",-900.371863480014,-556.893628461254,-3173.80748374729,-3180.4122444346
"840_89_061",-467.906944892953,-323.398603673074,-1232.14537941822,-1230.45441533935
"840_89_063",-1613.11712647518,-725.190831448701,-8313.86714629955,-8338.41382639305
"840_89_065",-797.389133509246,-466.199172583082,-2917.54353094841,-2918.01232744039
"840_89_066",-697.190861670394,-464.43921002369,-3149.3349490178,-3157.8018475621
"840_89_068",-661.755358936005,-478.1314975643,-1943.49626654405,-1947.8929013402
"840_89_069",-1694.06475078315,-917.374672002319,-5779.98826164774,-5791.11575225616
"840_89_070",-1338.69919198077,-765.883783946679,-3951.93173875918,-3949.32731384629
"840_89_071",-1194.09653007346,-733.207393511745,-2826.48492227581,-2828.09609885731
"840_89_072",-1115.96049507255,-524.473873237494,-4960.04785647628,-4967.00843725609
"840_89_074",-700.886030497275,-477.153368161277,-1966.5572696839,-1973.56785675515
"840_89_075",-797.562573962957,-473.858418413508,-3024.42853101787,-3026.79574552487
"840_89_076",-966.596043315147,-526.531023298098,-4608.26323357635,-4614.38737362463
"840_89_077",-1549.03450975904,-781.83128988682,-4379.27570071687,-4385.45319478322
"840_89_078",-1341.62280886248,-721.479627276727,-5133.54133367861,-5140.25052472341
"840_89_079",-785.237826014566,-544.034721043219,-2923.07103801533,-2919.17380259334
"840_89_080",-551.643016380577,-347.522240622701,-1898.57459286118,-1901.92565027609
"840_89_081",-1796.7438460644,-693.181986647015,-5896.40219892461,-5907.29563391113
"840_89_111",-1313.16809069807,-781.571590331703,-5725.03044742285,-5744.89692056356
"840_89_113",-669.390265110533,-587.244938771744,-1753.25925409899,-1751.59611773502
"840_89_145",-2861.88840266061,-749.942433049504,-15547.6141115511,-15568.3978462826
"840_89_152",-741.576825863074,-446.803466207468,-2259.36926531219,-2262.64408091203
"840_89_164",-459.373597313128,-258.391476390431,-1914.07448101535,-1922.83005024975
"840_89_182",-1830.16111651011,-698.112410068676,-13896.8496689839,-13919.9071048648
"840_89_242",-1522.85470333595,-769.989408672649,-6832.12668791438,-6839.81449951076
"840_90_001",-1054.26969527925,-668.889411250563,-3159.14801324717,-3160.48100928351
"840_90_002",-879.022121203697,-594.510909101417,-4504.51754029877,-4504.38570137805
"840_90_003",-1725.07851757246,-865.743143873571,-6131.94959641958,-6134.01461185803
"840_90_005",-1590.67575025189,-772.600003863232,-5359.95328079381,-5364.99917701535
"840_90_006",-709.629848062071,-585.854030340783,-2603.65284398995,-2612.62745010269
"840_90_007",-1363.05100768813,-808.499384562086,-5930.25154210874,-5941.61220380214
"840_90_014",-1272.26280486877,-754.356616138416,-5698.99914573213,-5701.46372711544
"840_90_016",-1434.79938932348,-732.690758525767,-4265.67147353913,-4260.43854582894
"840_90_019",-713.33021118713,-660.832519144334,-4102.03354727604,-4122.09987971134
"840_90_020",-749.884451809117,-557.231044225887,-2654.93164412667,-2651.97872155952
"840_90_023",-1154.40577758935,-757.683020552309,-3788.72638870331,-3798.83737943279
"840_90_024",-944.880421565121,-695.542547755597,-3363.80871895422,-3364.75452877915
"840_90_025",-1078.33644637452,-749.113571077058,-4139.07378930254,-4138.00216046095
"840_90_026",-2088.50865530078,-870.090948335452,-5489.12352193137,-5486.9514186324
"840_90_027",-1015.59745377379,-693.774679763512,-2801.81065164146,-2807.69559093375
"840_90_028",-801.240873960251,-615.184558834098,-2927.72103075848,-2930.69503822609
"840_90_029",-897.050852396267,-615.099832647927,-2411.53975002568,-2407.30386582041
"840_90_030",-1448.02792560813,-784.700809061777,-3835.5566923518,-3842.26995551163
"840_90_031",-1168.79946611873,-692.245582152693,-4163.98726728888,-4165.32524272072
"840_90_034",-1101.32634124069,-714.689445778115,-4350.01387240578,-4362.71316856097
"840_90_035",-1145.48711694288,-762.631971595781,-4443.93204694285,-4444.74928685454
"840_90_036",-1026.1761371399,-687.678091154884,-3410.62960075945,-3400.38805591858
"840_90_037",-661.045188223143,-567.460947650293,-2325.23013856754,-2320.22565432741
"840_90_038",-793.879885228758,-583.172380145578,-2976.60376255446,-2992.04783810825
"840_90_039",-1117.48959289165,-726.724453532787,-4692.02071329584,-4690.89669449884
"840_90_041",-1131.58693908835,-727.003844118032,-3572.83171021354,-3567.34693136354
"840_90_042",-1068.43707830777,-754.160786945159,-4502.6199624332,-4504.91205018666
"840_90_043",-725.599929768868,-580.242685189311,-3131.92689946418,-3133.04587347047
"840_90_044",-834.960765691082,-584.817473521885,-3598.0444982737,-3605.27421873865
"840_90_046",-1082.044008961,-669.767539230362,-2809.58543112686,-2810.48434859095
"840_90_048",-1012.55701273002,-700.136767713755,-3781.04038532765,-3782.63365263853
"840_90_051",-2050.09436444046,-805.999385547566,-6053.46370740167,-6057.64793978857
"840_90_052",-788.162088190595,-555.903471718503,-2914.40638409981,-2923.09414901375
"840_90_053",-1034.39841104405,-589.191322441337,-3213.03524110765,-3217.37982035209
"840_90_140",-896.26971914814,-684.068017329432,-3301.82408590974,-3303.98400188907
"840_90_149",-1339.12405881613,-684.910238731025,-5119.474879578,-5123.80696841689
"840_90_150",-1196.08289712432,-754.115796703511,-4117.81988632042,-4112.62910930001
"840_91_002",-1486.61679418183,-762.022640897815,-4458.68839740771,-4469.46193051758
"840_91_003",-1055.28877847595,-711.09632625025,-2645.09779303642,-2649.16254888701
"840_91_004",-1180.69167073683,-717.301106110032,-3236.69186502926,-3244.0792983014
"840_91_005",-1182.69191485926,-741.454888449444,-4941.55711754548,-4960.72340152536
"840_91_006",-1404.02840878497,-684.326817143333,-3825.44546457903,-3835.62763507787
"840_91_007",-883.309588333583,-533.22507722416,-2415.3370926346,-2425.40787974696
"840_91_008",-1368.19890032573,-667.334221725477,-3430.6764239593,-3437.2903405377
"840_91_009",-1918.96075639965,-923.233139791273,-6460.67847794098,-6479.58929685503
"840_91_010",-2167.48751695738,-991.546156645375,-6692.9411525367,-6701.17473830026
"840_91_011",-1707.79519135344,-815.15317663357,-4662.31263385985,-4661.54952840672
"840_91_012",-2375.21662399208,-1081.13023304465,-6425.49723051735,-6432.67503201945
"840_91_013",-1658.77275021337,-955.233186127965,-4894.17023901422,-4907.56160227759
"840_91_014",-1869.11290736981,-952.079258802294,-6161.87869001915,-6165.17097747376
"840_91_015",-2024.98583525309,-976.745069799879,-6149.61945261762,-6158.1493386929
"840_91_016",-1521.16665191739,-826.887313321315,-4941.33430900325,-4949.32559597102
"840_91_017",-1555.14221963891,-871.579526080687,-4657.56568327298,-4674.68757978894
"840_91_019",-1044.57984136966,-670.298393042257,-2891.21992837299,-2895.59792470277
"840_91_020",-1678.60594062491,-841.968432251435,-5021.804741479,-5034.58072647785
"840_91_022",-2171.4753378981,-961.659503029953,-5734.52898958818,-5739.65799946161
"840_91_023",-1109.9637176843,-608.124503587303,-2798.22598350041,-2805.02736508301
"840_91_024",-1419.18506069038,-733.810365919074,-3752.53093669773,-3760.49151134337
"840_91_026",-1866.76682007244,-925.254192747105,-4505.73456803704,-4514.0018053617
"840_91_027",-1453.66492813809,-833.066197261262,-3646.13190401555,-3652.7778951494
"840_91_028",-1140.38358753008,-679.519467265142,-3888.20402472108,-3892.77781155898
"840_91_029",-1356.28932598966,-807.108715243072,-4291.21640511261,-4300.3726112309
"840_91_030",-1819.43685951502,-845.740174338458,-5982.59373680982,-5997.69506181433
"840_91_031",-1627.23217164072,-757.523864080984,-5462.42176993681,-5465.27337695816
"840_91_032",-1434.04182633632,-807.593661111039,-4668.10132849741,-4674.79373101996
"840_91_033",-1304.10282546881,-690.271985744512,-4347.45217460306,-4361.76819249787
"840_91_034",-1585.11531872954,-840.332003673996,-6292.66983246615,-6306.54847186881
"840_91_035",-2063.76474979104,-1062.63245280168,-6783.30498317725,-6800.64636922109
"840_91_036",-1666.57774397502,-867.644102535718,-5684.52544428746,-5701.17211615417
"840_91_038",-2162.18219146955,-958.461499463556,-5104.61771385804,-5102.93701181346
"840_91_039",-1341.29276002657,-730.874163746378,-7708.42876609573,-7724.69763837435
"840_91_040",-1765.26927009756,-703.395841929216,-4856.93554175098,-4862.51166691483
"840_91_041",-1294.74423891767,-601.776331564365,-3818.25503645911,-3816.4535530352
"840_91_042",-2074.46955227286,-949.882167653369,-5500.41219274999,-5497.14438208198
"840_91_043",-1157.87460907781,-633.707465223158,-3061.39080581591,-3064.81654085995
"840_91_044",-3354.29921612473,-1245.2054308368,-10881.5041082659,-10910.0276413754
"840_91_045",-1949.34683420074,-1049.79490080051,-6207.01742295339,-6236.62009782669
"840_91_047",-1874.64801002147,-934.470061369986,-4961.3480183896,-4964.93859841717
"840_91_048",-1653.18758220242,-819.462156761001,-7069.07580500018,-7089.34540573532
"840_91_049",-3614.71033520287,-1260.95961807346,-11982.5129659036,-12016.9294660452
"840_91_050",-1269.7766442492,-757.076277059514,-6081.40022878215,-6090.32451377552
"840_91_051",-1260.54847207689,-754.582338365944,-4685.58774025895,-4692.05175618309
"840_91_052",-1444.26602175152,-732.942613884512,-5157.50785657982,-5165.92600224084
"840_91_053",-1283.80662378906,-790.458281125268,-3778.22513862816,-3787.66471293857
"840_91_054",-1600.99770376468,-780.662247566528,-5527.38260337605,-5531.39812181354
"840_91_055",-1686.75566358883,-888.599096489806,-5788.30989392265,-5791.46408463824
"840_91_056",-1814.06850317795,-878.580215089557,-6194.70936092449,-6195.75310521863
"840_91_057",-2014.2311202424,-844.613958939652,-5104.17536303541,-5107.94532425199
"840_91_059",-1861.70051988263,-808.360125344767,-10538.8410425613,-10562.6976875339
"840_91_060",-2464.84256542845,-896.936252823344,-9867.36937015088,-9899.89442257701
"840_91_061",-1775.01730872444,-693.953694981476,-6871.80239568942,-6882.30837127749
"840_91_062",-2057.15993146031,-733.834397814118,-9567.53826605615,-9589.22542220481
"840_91_063",-2277.46112434061,-866.545467681567,-7074.83589150112,-7096.2062026301
"840_91_064",-1341.98260006094,-783.076095878154,-7289.25295986255,-7310.30301791728
"840_91_065",-580.049576381094,-471.790799005021,-2531.13262444362,-2541.53743308064
"840_91_066",-1455.51859383897,-634.127917589752,-4881.81365703434,-4896.09942313676
"840_91_068",-1743.47500438501,-796.947469926583,-6214.77212814446,-6231.76490615909
"840_91_069",-1894.26099166428,-790.291823475143,-6700.9202806774,-6713.15557747557
"840_91_070",-1217.59242842652,-675.658132551602,-5668.98523418763,-5682.22247666778
"840_91_118",-1743.26669155101,-887.762719513992,-5687.05894001643,-5704.17087260056
"840_91_137",-646.440281366395,-454.822782497592,-1915.99561616656,-1921.11909242316
"840_91_146",-4638.11175275033,-1183.75082347673,-15016.6071917329,-15051.4697205565
"840_91_167",-1035.95644196015,-674.9946242605,-3638.47913973354,-3649.44609881129
"840_91_301",-880.926535850923,-683.137963172148,-3992.39672925112,-4009.75973530129
"840_91_302",-1046.2615893065,-664.59557533137,-3484.53511953495,-3490.0455569496
"840_91_303",-1546.91452911787,-824.584045256433,-5080.11027998885,-5095.49800955077
"840_91_304",-1781.71533720127,-865.142795875031,-5908.64874720126,-5915.43236277836
"840_91_305",-1599.13992233666,-924.334152810623,-5974.77614889966,-5978.72578139812
"840_91_306",-1553.74013548498,-858.970942548421,-4724.93386111081,-4732.68194565163
"840_91_307",-1473.46550219037,-810.101077281722,-3830.5917615358,-3842.66614464529
"840_91_308",-1328.76741670023,-759.436073241333,-4018.62543948504,-4024.40415757072
"840_91_309",-902.43215409375,-465.046207926089,-2646.7163091204,-2646.62180869104
"840_91_310",-2301.88283362506,-967.338661454279,-8246.02342575048,-8258.01038691157
"840_91_311",-2160.3759575068,-779.958635238384,-6922.12911215653,-6943.41812649512
"840_91_312",-963.855671538774,-578.011509030734,-2435.7281608019,-2436.11036671332
"840_91_313",-1846.88960704624,-929.221768817437,-4833.29420125009,-4828.99010838217
"840_91_314",-1648.2354685004,-773.99550755673,-5709.3638611983,-5722.5221904252
"840_91_315",-1973.73548566209,-890.895769268895,-6520.52205973316,-6531.68293458179
"840_91_316",-882.85129421216,-641.235732655307,-4133.31282246622,-4143.62724211286
"840_91_317",-2539.03680239921,-924.281943773545,-7440.3482704729,-7439.77729269957
"840_91_318",-2440.44813598429,-845.048997578215,-11887.4725220341,-11901.0861587106
"840_91_319",-1221.83671040404,-819.405640229573,-7865.57334822365,-7884.11982834271
"840_91_320",-2416.58345307823,-928.802880052861,-9478.71117490706,-9506.22239882708
"840_91_322",-1686.52976139364,-805.26365719309,-4898.85624854466,-4905.37019431691
"840_91_421",-1148.01313137426,-665.293463269911,-4503.57101434768,-4514.78425224479
"840_92_001",-1081.09957854474,-559.47500041787,-2586.03050136269,-2584.90308471275
"840_92_002",-833.252483260448,-588.457878348065,-2730.86242396604,-2745.46063586697
"840_92_004",-896.269780341348,-444.631692000928,-4327.91176197658,-4340.14452293997
"840_92_005",-1219.55190948633,-591.90588823603,-6540.30100227404,-6562.63590060371
"840_92_007",-1341.96527035875,-609.050304999109,-3519.37439788679,-3517.96571944177
"840_92_009",-1056.03526590991,-648.25818630997,-2397.81687871621,-2400.78526267312
"840_92_011",-806.755927153551,-434.157020750984,-2640.01701987369,-2647.39464507287
"840_92_015",-1583.89894704268,-820.856488782327,-6705.58242779964,-6722.09869083416
"840_92_017",-360.701857449576,-165.972385402742,-1207.39235747036,-1214.75170261554
"840_92_018",-727.452882163059,-421.835089163593,-2121.79056479937,-2131.42615755049
"840_92_019",-864.60524743476,-624.041373035529,-2974.00208413478,-2989.63646614308
"840_92_022",-409.708311182205,-252.232751016362,-1429.39054248848,-1430.49387075475
"840_92_025",-900.168905295545,-517.584074362791,-2892.09041988817,-2898.26242500306
"840_92_026",-1090.80047672285,-571.151881239225,-3833.45869208808,-3835.90829265756
"840_92_027",-445.269741003247,-357.81159733448,-1850.85706096436,-1867.91732135892
"840_92_028",-1139.67048180874,-616.748403539214,-6254.45695871353,-6277.12154350325
"840_92_030",-1155.12054891564,-615.02170774889,-2704.15935450531,-2698.49210425017
"840_92_032",-918.920417762953,-587.490130360012,-1836.1952147253,-1839.63038306161
"840_92_033",-570.727166337022,-444.337554919071,-1422.72828721687,-1423.15766451277
"840_92_039",-1116.81006217262,-682.764530288012,-3362.88817795403,-3372.11965780589
"840_92_040",-1792.14643616658,-718.213783676012,-5028.15906086005,-5029.57629658254
"840_92_042",-682.595944730251,-422.692909165713,-1654.52212872145,-1658.25517627614
"840_92_044",-1027.74162040905,-366.451179334029,-5125.05705968458,-5133.61289726769
"840_92_049",-689.551364727839,-340.474173061511,-3925.99766582795,-3934.37162514551
"840_92_051",-940.751808477906,-575.231023271137,-2603.30639203722,-2617.33084807125
"840_92_053",-693.020995807681,-458.711758568315,-1839.07328058262,-1836.65407616702
"840_92_059",-448.476009912842,-265.423084550196,-1974.31611654922,-1981.97791884881
"840_92_060",-490.045070107759,-314.032888877443,-2906.24531672908,-2911.34691402033
"840_92_061",-946.35122344215,-511.993777096449,-3104.3877991286,-3121.17122858495
"840_92_063",-1233.95208475785,-652.945868780113,-6092.27412784445,-6129.19989791982
"840_92_064",-869.595155505401,-510.919959737736,-4252.39382158212,-4273.48108556187
"840_92_069",-580.607403831521,-305.617718932309,-3890.58386773533,-3900.86657588385
